Biometric_PAX_Scanned,Successful_Biometric_Flight_Indicator,Eligible_Biometric_DEP_PAX_Indicator,Eligible_Biometric_Flight_Indicator,DOM_INTL_Indicator,new_start_date_date_format,Total_DEP_Pax,Gate_Ref,host_carrier_code,flight_number,scheduled_departure_station_code,departure_station_code,scheduled_arrival_station_code,scheduled_departure_date_local,scheduled_departure_time_local,actual_departure_date_local,departure_gate,completed_flight_indicator,new_Gate_Ref,new_Start_Date,BCR,%_Eligible_Flights,Usage_on_Eligible_Flights,BCR_on_Eligible_Flights,Max_achievable_BCR,Flight_Saturation
130,1,149,1,INTL,2021-01-02,149,SFOG4,UA,1189,SFO,SFO,SJD,2023-04-03,09:05,2023-04-03,G4,1,SFOG4,2021-01-02,0.87248322,1.0,1.0,0.87248322,1.0,1.0
0,0,0,0,INTL,,145,SFOF4,UA,1881,SFO,SFO,SJD,2023-04-08,11:02,2023-04-08,F4,1,,,0.0,0.0,,,0.0,0.0
246,1,274,1,INTL,2021-01-02,274,SFOG4,UA,194,SFO,SFO,MUC,2023-04-08,13:25,2023-04-08,G4,1,SFOG4,2021-01-02,0.89781022,1.0,1.0,0.89781022,1.0,1.0
158,1,198,1,INTL,2021-01-02,198,SFOG7,UA,60,SFO,SFO,MEL,2023-04-06,23:20,2023-04-07,G7,1,SFOG7,2021-01-02,0.7979798,1.0,1.0,0.7979798,1.0,1.0
0,0,0,0,INTL,,166,SFOE11,UA,1542,SFO,SFO,YVR,2023-04-02,14:00,2023-04-02,E11,1,,,0.0,0.0,,,0.0,0.0
312,1,332,1,INTL,2021-01-02,332,SFOG12,UA,871,SFO,SFO,TPE,2023-04-05,14:00,2023-04-05,G12,1,SFOG12,2021-01-02,0.93975904,1.0,1.0,0.93975904,1.0,1.0
251,1,337,1,INTL,2021-01-02,337,SFOG5,UA,954,SFO,SFO,TLV,2023-04-02,19:50,2023-04-02,G5,1,SFOG5,2021-01-02,0.74480712,1.0,1.0,0.74480712,1.0,1.0
0,0,206,1,INTL,2021-01-02,206,SFOG13,UA,917,SFO,SFO,AKL,2023-04-08,23:00,2023-04-08,G13,1,SFOG13,2021-01-02,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,0,INTL,,89,SFOF3,UA,821,SFO,SFO,MEX,2023-04-02,13:12,2023-04-02,F3,1,,,0.0,0.0,,,0.0,0.0
238,1,250,1,INTL,2021-01-02,250,SFOG5,UA,893,SFO,SFO,ICN,2023-04-06,10:35,2023-04-06,G5,1,SFOG5,2021-01-02,0.952,1.0,1.0,0.952,1.0,1.0
0,0,0,0,INTL,,60,SFOF4,UA,1271,SFO,SFO,MEX,2023-04-04,10:44,2023-04-04,F4,1,,,0.0,0.0,,,0.0,0.0
125,1,144,1,INTL,2021-01-02,144,SFOG2,UA,1271,SFO,SFO,MEX,2023-04-07,10:44,2023-04-07,G2,1,SFOG2,2021-01-02,0.86805556,1.0,1.0,0.86805556,1.0,1.0
0,0,0,0,INTL,,70,SFOF8,UA,5546,SFO,SFO,YYC,2023-04-08,10:55,2023-04-08,F8,1,,,0.0,0.0,,,0.0,0.0
200,1,234,1,INTL,2021-01-02,234,SFOG2,UA,901,SFO,SFO,LHR,2023-04-06,12:20,2023-04-06,G2,1,SFOG2,2021-01-02,0.85470085,1.0,1.0,0.85470085,1.0,1.0
252,1,266,1,INTL,2021-01-02,266,SFOG3,UA,35,SFO,SFO,KIX,2023-04-03,10:45,2023-04-03,G3,1,SFOG3,2021-01-02,0.94736842,1.0,1.0,0.94736842,1.0,1.0
52,1,134,1,INTL,2021-01-02,134,SFOG12,UA,460,SFO,SFO,YVR,2023-04-04,18:27,2023-04-04,G12,1,SFOG12,2021-01-02,0.3880597,1.0,1.0,0.3880597,1.0,1.0
252,1,270,1,INTL,2021-01-02,270,SFOG12,UA,35,SFO,SFO,KIX,2023-04-06,10:45,2023-04-06,G12,1,SFOG12,2021-01-02,0.93333333,1.0,1.0,0.93333333,1.0,1.0
234,1,326,1,INTL,2021-01-02,326,SFOG2,UA,869,SFO,SFO,HKG,2023-04-03,12:45,2023-04-03,G2,1,SFOG2,2021-01-02,0.71779141,1.0,1.0,0.71779141,1.0,1.0
108,1,112,1,INTL,2021-01-02,112,SFOG6,UA,930,SFO,SFO,LHR,2023-04-03,19:50,2023-04-03,G6,1,SFOG6,2021-01-02,0.96428571,1.0,1.0,0.96428571,1.0,1.0
0,0,0,0,INTL,,152,SFOF19,UA,784,SFO,SFO,YVR,2023-04-07,08:30,2023-04-07,F19,1,,,0.0,0.0,,,0.0,0.0
136,1,144,1,INTL,2021-01-02,144,SFOG6,UA,948,SFO,SFO,LHR,2023-04-02,16:00,2023-04-02,G6,1,SFOG6,2021-01-02,0.94444444,1.0,1.0,0.94444444,1.0,1.0
195,1,218,1,INTL,2021-01-02,218,SFOG12,UA,58,SFO,SFO,FRA,2023-04-06,13:50,2023-04-06,G12,1,SFOG12,2021-01-02,0.89449541,1.0,1.0,0.89449541,1.0,1.0
247,1,272,1,INTL,2021-01-02,272,SFOG13,UA,901,SFO,SFO,LHR,2023-04-07,12:20,2023-04-07,G13,1,SFOG13,2021-01-02,0.90808824,1.0,1.0,0.90808824,1.0,1.0
218,1,240,1,INTL,2021-01-02,240,SFOG1,UA,901,SFO,SFO,LHR,2023-04-08,12:20,2023-04-08,G1,1,SFOG1,2021-01-02,0.90833333,1.0,1.0,0.90833333,1.0,1.0
186,1,229,1,INTL,2021-01-02,229,SFOG5,UA,29,SFO,SFO,SIN,2023-04-02,10:50,2023-04-02,G5,1,SFOG5,2021-01-02,0.81222707,1.0,1.0,0.81222707,1.0,1.0
208,1,233,1,INTL,2021-01-02,233,SFOG1,UA,29,SFO,SFO,SIN,2023-04-07,10:50,2023-04-07,G1,1,SFOG1,2021-01-02,0.89270386,1.0,1.0,0.89270386,1.0,1.0
100,1,113,1,INTL,2021-01-02,113,SFOG1,UA,930,SFO,SFO,LHR,2023-04-02,19:50,2023-04-02,G1,1,SFOG1,2021-01-02,0.88495575,1.0,1.0,0.88495575,1.0,1.0
0,0,0,0,INTL,,145,SFOE10,UA,1271,SFO,SFO,MEX,2023-04-02,10:44,2023-04-02,E10,1,,,0.0,0.0,,,0.0,0.0
194,1,219,1,INTL,2021-01-02,219,SFOG8,UA,194,SFO,SFO,MUC,2023-04-06,13:25,2023-04-06,G8,1,SFOG8,2021-01-02,0.88584475,1.0,1.0,0.88584475,1.0,1.0
143,1,154,1,INTL,2021-01-02,154,SFOG13,UA,29,SFO,SFO,SIN,2023-04-04,10:50,2023-04-04,G13,1,SFOG13,2021-01-02,0.92857143,1.0,1.0,0.92857143,1.0,1.0
321,1,350,1,INTL,2021-01-02,350,SFOG6,UA,871,SFO,SFO,TPE,2023-04-04,14:00,2023-04-04,G6,1,SFOG6,2021-01-02,0.91714286,1.0,1.0,0.91714286,1.0,1.0
0,0,0,0,INTL,,148,SFOF13,UA,901,SFO,SFO,LHR,2023-04-03,12:20,2023-04-03,F13,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,175,SFOE13,UA,1145,SFO,SFO,CUN,2023-04-05,23:16,2023-04-05,E13,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,102,SFOF1,UA,2051,SFO,SFO,YVR,2023-04-05,10:40,2023-04-05,F1,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,147,SFOE13,UA,2139,SFO,SFO,LIR,2023-04-08,13:15,2023-04-08,E13,1,,,0.0,0.0,,,0.0,0.0
165,1,124,1,INTL,2021-01-02,124,SFOG4,UA,60,SFO,SFO,MEL,2023-04-03,23:20,2023-04-03,G4,1,SFOG4,2021-01-02,1.33064516,1.0,1.0,1.33064516,1.0,1.0
0,0,0,0,INTL,,67,SFOF6,UA,5546,SFO,SFO,YYC,2023-04-03,10:55,2023-04-03,F6,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,156,SFOF3,UA,1164,SFO,SFO,YYZ,2023-04-06,22:56,2023-04-06,F3,1,,,0.0,0.0,,,0.0,0.0
241,1,262,1,INTL,2021-01-02,262,SFOG7,UA,948,SFO,SFO,LHR,2023-04-07,16:00,2023-04-07,G7,1,SFOG7,2021-01-02,0.91984733,1.0,1.0,0.91984733,1.0,1.0
105,1,114,1,INTL,2021-01-02,114,SFOG9,UA,901,SFO,SFO,LHR,2023-04-02,12:20,2023-04-02,G9,1,SFOG9,2021-01-02,0.92105263,1.0,1.0,0.92105263,1.0,1.0
0,0,0,0,INTL,,86,SFOF3A,UA,412,SFO,SFO,MEX,2023-04-05,22:45,2023-04-05,F3A,1,,,0.0,0.0,,,0.0,0.0
273,1,303,1,INTL,2021-01-02,303,SFOG12,UA,869,SFO,SFO,HKG,2023-04-04,12:45,2023-04-04,G12,1,SFOG12,2021-01-02,0.9009901,1.0,1.0,0.9009901,1.0,1.0
0,0,0,0,INTL,,176,SFOF21,UA,1145,SFO,SFO,CUN,2023-04-06,23:16,2023-04-06,F21,1,,,0.0,0.0,,,0.0,0.0
306,1,334,1,INTL,2021-01-02,334,SFOG5,UA,837,SFO,SFO,NRT,2023-04-03,11:35,2023-04-03,G5,1,SFOG5,2021-01-02,0.91616766,1.0,1.0,0.91616766,1.0,1.0
0,0,0,0,INTL,,149,SFOF2,UA,1189,SFO,SFO,SJD,2023-04-06,09:05,2023-04-06,F2,1,,,0.0,0.0,,,0.0,0.0
228,1,253,1,INTL,2021-01-02,253,SFOG5,UA,115,SFO,SFO,PPT,2023-04-08,13:20,2023-04-08,G5,1,SFOG5,2021-01-02,0.90118577,1.0,1.0,0.90118577,1.0,1.0
316,1,349,1,INTL,2021-01-02,349,SFOG12,UA,869,SFO,SFO,HKG,2023-04-02,12:45,2023-04-02,G12,1,SFOG12,2021-01-02,0.90544413,1.0,1.0,0.90544413,1.0,1.0
0,0,0,0,INTL,,172,SFOE11,UA,1145,SFO,SFO,CUN,2023-04-02,23:16,2023-04-02,E11,1,,,0.0,0.0,,,0.0,0.0
0,0,125,1,INTL,2021-01-02,125,SFOG3,UA,2051,SFO,SFO,YVR,2023-04-08,10:40,2023-04-08,G3,1,SFOG3,2021-01-02,0.0,1.0,0.0,0.0,1.0,0.0
0,0,0,0,INTL,,74,SFOE9,UA,821,SFO,SFO,MEX,2023-04-05,13:12,2023-04-05,E9,1,,,0.0,0.0,,,0.0,0.0
183,1,210,1,INTL,2021-01-02,210,SFOG8,UA,930,SFO,SFO,LHR,2023-04-08,19:50,2023-04-08,G8,1,SFOG8,2021-01-02,0.87142857,1.0,1.0,0.87142857,1.0,1.0
0,0,0,0,INTL,,174,SFOF21,UA,1542,SFO,SFO,YVR,2023-04-03,14:00,2023-04-03,F21,1,,,0.0,0.0,,,0.0,0.0
144,1,161,1,INTL,2021-01-02,161,SFOG1,UA,968,SFO,SFO,AMS,2023-04-02,14:35,2023-04-02,G1,1,SFOG1,2021-01-02,0.89440994,1.0,1.0,0.89440994,1.0,1.0
327,1,342,1,INTL,2021-01-02,342,SFOG7,UA,869,SFO,SFO,HKG,2023-04-07,12:45,2023-04-07,G7,1,SFOG7,2021-01-02,0.95614035,1.0,1.0,0.95614035,1.0,1.0
93,1,149,1,INTL,2021-01-02,149,SFOG10,UA,990,SFO,SFO,CDG,2023-04-04,14:35,2023-04-04,G10,1,SFOG10,2021-01-02,0.62416107,1.0,1.0,0.62416107,1.0,1.0
175,1,202,1,INTL,2021-01-02,202,SFOG5,UA,954,SFO,SFO,TLV,2023-04-08,19:50,2023-04-08,G5,1,SFOG5,2021-01-02,0.86633663,1.0,1.0,0.86633663,1.0,1.0
0,0,0,0,INTL,,143,SFOE6,UA,1212,SFO,SFO,PVR,2023-04-04,08:40,2023-04-04,E6,1,,,0.0,0.0,,,0.0,0.0
222,1,265,1,INTL,2021-01-02,265,SFOG6,UA,875,SFO,SFO,HND,2023-04-04,10:45,2023-04-04,G6,1,SFOG6,2021-01-02,0.83773585,1.0,1.0,0.83773585,1.0,1.0
0,0,0,0,INTL,,161,SFOF2,UA,1542,SFO,SFO,YVR,2023-04-07,14:00,2023-04-07,F2,1,,,0.0,0.0,,,0.0,0.0
126,1,139,1,INTL,2021-01-02,139,SFOG5,UA,968,SFO,SFO,AMS,2023-04-04,14:35,2023-04-04,G5,1,SFOG5,2021-01-02,0.90647482,1.0,1.0,0.90647482,1.0,1.0
0,0,0,0,INTL,,118,SFOE9,UA,2051,SFO,SFO,YVR,2023-04-06,10:40,2023-04-06,E9,1,,,0.0,0.0,,,0.0,0.0
153,1,210,1,INTL,2021-01-02,210,SFOG8,UA,58,SFO,SFO,FRA,2023-04-02,13:50,2023-04-02,G8,1,SFOG8,2021-01-02,0.72857143,1.0,1.0,0.72857143,1.0,1.0
219,1,249,1,INTL,2021-01-02,249,SFOG5,UA,893,SFO,SFO,ICN,2023-04-02,10:35,2023-04-02,G5,1,SFOG5,2021-01-02,0.87951807,1.0,1.0,0.87951807,1.0,1.0
0,0,0,0,INTL,,46,SFOE6,UA,412,SFO,SFO,MEX,2023-04-02,22:45,2023-04-02,E6,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,164,SFOE6,UA,1164,SFO,SFO,YYZ,2023-04-05,22:56,2023-04-05,E6,1,,,0.0,0.0,,,0.0,0.0
222,1,242,1,INTL,2021-01-02,242,SFOG2,UA,115,SFO,SFO,PPT,2023-04-04,13:20,2023-04-04,G2,1,SFOG2,2021-01-02,0.91735537,1.0,1.0,0.91735537,1.0,1.0
0,0,0,0,INTL,,150,SFOF4,UA,1189,SFO,SFO,SJD,2023-04-05,09:05,2023-04-05,F4,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,112,SFOF19,UA,1271,SFO,SFO,MEX,2023-04-03,10:44,2023-04-03,F19,1,,,0.0,0.0,,,0.0,0.0
110,1,225,1,INTL,2021-01-02,225,SFOG1,UA,60,SFO,SFO,MEL,2023-04-02,23:20,2023-04-02,G1,1,SFOG1,2021-01-02,0.48888889,1.0,1.0,0.48888889,1.0,1.0
187,1,215,1,INTL,2021-01-02,215,SFOG4,UA,115,SFO,SFO,PPT,2023-04-02,13:20,2023-04-02,G4,1,SFOG4,2021-01-02,0.86976744,1.0,1.0,0.86976744,1.0,1.0
0,0,0,0,INTL,,125,SFOF1,UA,412,SFO,SFO,MEX,2023-04-06,22:45,2023-04-06,F1,1,,,0.0,0.0,,,0.0,0.0
231,1,256,1,INTL,2021-01-02,256,SFOG9,UA,893,SFO,SFO,ICN,2023-04-05,10:35,2023-04-05,G9,1,SFOG9,2021-01-02,0.90234375,1.0,1.0,0.90234375,1.0,1.0
249,1,274,1,INTL,2021-01-02,274,SFOG4,UA,875,SFO,SFO,HND,2023-04-06,10:45,2023-04-06,G4,1,SFOG4,2021-01-02,0.90875912,1.0,1.0,0.90875912,1.0,1.0
0,0,187,1,INTL,2021-01-02,187,SFOG1,UA,968,SFO,SFO,AMS,2023-04-06,14:35,2023-04-06,G1,1,SFOG1,2021-01-02,0.0,1.0,0.0,0.0,1.0,0.0
258,1,271,1,INTL,2021-01-02,271,SFOG13,UA,837,SFO,SFO,NRT,2023-04-08,11:35,2023-04-08,G13,1,SFOG13,2021-01-02,0.95202952,1.0,1.0,0.95202952,1.0,1.0
310,1,335,1,INTL,2021-01-02,335,SFOG6,UA,857,SFO,SFO,PVG,2023-04-02,12:55,2023-04-02,G6,1,SFOG6,2021-01-02,0.92537313,1.0,1.0,0.92537313,1.0,1.0
112,1,122,1,INTL,2021-01-02,122,SFOG1,UA,948,SFO,SFO,LHR,2023-04-05,16:00,2023-04-05,G1,1,SFOG1,2021-01-02,0.91803279,1.0,1.0,0.91803279,1.0,1.0
0,0,0,0,INTL,,137,SFOF1,UA,460,SFO,SFO,YVR,2023-04-03,18:27,2023-04-03,F1,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,50,SFOF4,UA,412,SFO,SFO,MEX,2023-04-03,22:45,2023-04-03,F4,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,120,SFOE7,UA,412,SFO,SFO,MEX,2023-04-07,22:45,2023-04-07,E7,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,155,SFOF2,UA,1542,SFO,SFO,YVR,2023-04-06,14:00,2023-04-06,F2,1,,,0.0,0.0,,,0.0,0.0
112,1,138,1,INTL,2021-01-02,138,SFOG1,UA,930,SFO,SFO,LHR,2023-04-04,19:50,2023-04-04,G1,1,SFOG1,2021-01-02,0.8115942,1.0,1.0,0.8115942,1.0,1.0
216,1,231,1,INTL,2021-01-02,231,SFOG9,UA,968,SFO,SFO,AMS,2023-04-08,14:35,2023-04-08,G9,1,SFOG9,2021-01-02,0.93506494,1.0,1.0,0.93506494,1.0,1.0
0,0,0,0,INTL,,162,SFOE12,UA,784,SFO,SFO,YVR,2023-04-04,08:30,2023-04-04,E12,1,,,0.0,0.0,,,0.0,0.0
121,1,264,1,INTL,2021-01-02,264,SFOG3,UA,990,SFO,SFO,CDG,2023-04-07,14:35,2023-04-07,G3,1,SFOG3,2021-01-02,0.45833333,1.0,1.0,0.45833333,1.0,1.0
0,0,0,0,INTL,,173,SFOF3,UA,1145,SFO,SFO,CUN,2023-04-07,23:16,2023-04-07,F3,1,,,0.0,0.0,,,0.0,0.0
201,1,222,1,INTL,2021-01-02,222,SFOG5,UA,990,SFO,SFO,CDG,2023-04-02,14:35,2023-04-02,G5,1,SFOG5,2021-01-02,0.90540541,1.0,1.0,0.90540541,1.0,1.0
0,0,0,0,INTL,,116,SFOF3,UA,821,SFO,SFO,MEX,2023-04-08,13:12,2023-04-08,F3,1,,,0.0,0.0,,,0.0,0.0
173,1,210,1,INTL,2021-01-02,210,SFOG2,UA,926,SFO,SFO,FRA,2023-04-08,19:10,2023-04-08,G2,1,SFOG2,2021-01-02,0.82380952,1.0,1.0,0.82380952,1.0,1.0
0,0,0,0,INTL,,150,SFOE13,UA,1212,SFO,SFO,PVR,2023-04-08,08:40,2023-04-08,E13,1,,,0.0,0.0,,,0.0,0.0
310,1,348,1,INTL,2021-01-02,348,SFOG5,UA,871,SFO,SFO,TPE,2023-04-06,14:00,2023-04-06,G5,1,SFOG5,2021-01-02,0.8908046,1.0,1.0,0.8908046,1.0,1.0
314,1,335,1,INTL,2021-01-02,335,SFOG8,UA,857,SFO,SFO,PVG,2023-04-07,12:55,2023-04-07,G8,1,SFOG8,2021-01-02,0.93731343,1.0,1.0,0.93731343,1.0,1.0
96,1,157,1,INTL,2021-01-02,157,SFOG7,UA,968,SFO,SFO,AMS,2023-04-05,14:35,2023-04-05,G7,1,SFOG7,2021-01-02,0.61146497,1.0,1.0,0.61146497,1.0,1.0
0,0,0,0,INTL,,139,SFOF21,UA,1164,SFO,SFO,YYZ,2023-04-07,22:56,2023-04-07,F21,1,,,0.0,0.0,,,0.0,0.0
0,0,0,0,INTL,,158,SFOF2,UA,784,SFO,SFO,YVR,2023-04-05,08:30,2023-04-05,F2,1,,,0.0,0.0,,,0.0,0.0
73,1,106,1,INTL,2021-01-02,106,SFOG5,UA,954,SFO,SFO,TLV,2023-04-05,19:50,2023-04-05,G5,1,SFOG5,2021-01-02,0.68867925,1.0,1.0,0.68867925,1.0,1.0
250,1,274,1,INTL,2021-01-02,274,SFOG5,UA,875,SFO,SFO,HND,2023-04-05,10:45,2023-04-05,G5,1,SFOG5,2021-01-02,0.91240876,1.0,1.0,0.91240876,1.0,1.0
240,1,248,1,INTL,2021-01-02,248,SFOG5,UA,893,SFO,SFO,ICN,2023-04-07,10:35,2023-04-07,G5,1,SFOG5,2021-01-02,0.96774194,1.0,1.0,0.96774194,1.0,1.0
100,1,224,1,INTL,2021-01-02,224,SFOG7,UA,115,SFO,SFO,PPT,2023-04-06,13:20,2023-04-06,G7,1,SFOG7,2021-01-02,0.44642857,1.0,1.0,0.44642857,1.0,1.0
241,1,256,1,INTL,2021-01-02,256,SFOG12,UA,875,SFO,SFO,HND,2023-04-03,10:45,2023-04-03,G12,1,SFOG12,2021-01-02,0.94140625,1.0,1.0,0.94140625,1.0,1.0
258,1,270,1,INTL,2021-01-02,270,SFOG12,UA,35,SFO,SFO,KIX,2023-04-08,10:45,2023-04-08,G12,1,SFOG12,2021-01-02,0.95555556,1.0,1.0,0.95555556,1.0,1.0
248,1,275,1,INTL,2021-01-02,275,SFOG12,UA,837,SFO,SFO,NRT,2023-04-05,11:35,2023-04-05,G12,1,SFOG12,2021-01-02,0.90181818,1.0,1.0,0.90181818,1.0,1.0
156,1,185,1,INTL,2021-01-02,185,SFOG13,UA,863,SFO,SFO,SYD,2023-04-05,22:45,2023-04-05,G13,1,SFOG13,2021-01-02,0.84324324,1.0,1.0,0.84324324,1.0,1.0
0,0,0,0,INTL,,70,SFOF6,UA,5546,SFO,SFO,YYC,2023-04-06,10:55,2023-04-06,F6,1,,,0.0,0.0,,,0.0,0.0
245,1,273,1,INTL,2021-01-02,273,SFOG3,UA,837,SFO,SFO,NRT,2023-04-04,11:35,2023-04-04,G3,1,SFOG3,2021-01-02,0.8974359,1.0,1.0,0.8974359,1.0,1.0
221,1,289,1,INTL,2021-01-02,289,SFOG10,UA,863,SFO,SFO,SYD,2023-04-02,22:45,2023-04-02,G10,1,SFOG10,2021-01-02,0.76470588,1.0,1.0,0.76470588,1.0,1.0
158,1,154,1,INTL,2021-01-02,154,SFOG4,UA,60,SFO,SFO,MEL,2023-04-07,23:20,2023-04-07,G4,1,SFOG4,2021-01-02,1.02597403,1.0,1.0,1.02597403,1.0,1.0
0,0,0,0,INTL,,150,SFOE7,UA,1212,SFO,SFO,PVR,2023-04-02,08:40,2023-04-02,E7,1,,,0.0,0.0,,,0.0,0.0
263,1,275,1,INTL,2021-01-02,275,SFOG3,UA,875,SFO,SFO,HND,2023-04-02,10:45,2023-04-02,G3,1,SFOG3,2021-01-02,0.95636364,1.0,1.0,0.95636364,1.0,1.0
0,0,0,0,INTL,,115,SFOE3,UA,2051,SFO,SFO,YVR,2023-04-03,10:40,2023-04-03,E3,1,,,0.0,0.0,,,0.0,0.0
147,1,166,1,INTL,2021-01-02,166,SFOG4,UA,29,SFO,SFO,SIN,2023-04-05,10:50,2023-04-05,G4,1,SFOG4,2021-01-02,0.88554217,1.0,1.0,0.88554217,1.0,1.0
148,1,163,1,INTL,2021-01-02,163,SFOG7,UA,58,SFO,SFO,FRA,2023-04-03,13:50,2023-04-03,G7,1,SFOG7,2021-01-02,0.90797546,1.0,1.0,0.90797546,1.0,1.0
0,0,0,0,INTL,,150,SFOF4,UA,1189,SFO,SFO,SJD,2023-04-08,09:05,2023-04-08,F4,1,,,0.0,0.0,,,0.0,0.0
